Score,Text
3,"I ordered these to have at my son's Harry Potter birthday party.  The kids had fun eating them and trying to guess what ""nasty"" flavor each one was.  However, the two boxes are extremely small and I would not pay the almost $9 +shipping for them again.  If I had known how small the boxes were (I honestly did not check size before purchasing-lesson learned!) I would not have bought them.  I had to be very skimpy with the kids on how many they could try so that each child got to eat a couple-and we only had 10 kids there!  Fun, but pricey!"
3,"There is no question about the fact that I absolutely love a rich and full-body flavored cup of coffee. The aroma can always get to me through a single whiff for me to enjoy. But when it does come to the best, you really expect to the best company to have the best flavor. That does come mostly well with Starbucks, and their brand of Natural Fusions Vanilla flavored coffee. The taste does fell delightful, but honestly I was hoping from the smell that there could've been a lot more vanilla flavored into the coffee, making more savory cup deliver the best vanilla you could ask for. While it isn't a bad cup from Starbucks at all, I have definitely tasted better from brands like Melitta and Folgers. Still, I wish I could've gotten more Starbucks than my money had shown for it.<br /><br />Price: C+<br /><br />Taste: B-<br /><br />Overall: C+"
3,"My twin boys have loved this product - they gobbled it up.  And as a mom, I loved it because it was very tasty and unique.  But also because it used a lot of veggies that my boys don't often get in their diet, like peppers and eggplant.  Since I last bought this product on Amazon the entire recipe has changed and there is no indication of such in the Amazon description.  It now is almost all carrots (something that my boys eat constantly) and quinoa.  No eggplant.  Only red peppers as one of the last ingredients.  And amaranth, for which it is named, went from ingredient number two, to the end of the ingredient list just above the spices.  It is not nearly as tasty in my opinion, either.  It looks and tastes a lot more like the Super Salmon.To be honest, this is just an entirely different product.  My boys still eat it, but I was disappointed and might not buy it again."
3,"I had high hopes for this Taco Bell Jalapeno Sauce.  My family and I enjoy most Taco Bell products; both from the restaurant and the in-store products.  I love their Fire Sauce, and wish they sold it in bottle form at the grocery store.  So when I saw this new Taco Bell Bold & Creamy Jalapeno Sauce, I was excited to try it.  I really enjoy just about anything spicy, so my hopes and expectations were high.  Now that I have tried this sauce, I am somewhat disappointed yet find it to be a good addition to most Mexican foods that I enjoy.<br /><br />The name of the product clearly states ""Bold & Creamy.""  I agree with the creamy aspect of their claim, but feel that the word bold should be changed to something less aggressive, like tangy.  You definitely detect notes of Jalapeno peppers in the sauce, but it is quite subdued and has a somewhat artificial taste.  But I'm not bashing the product or saying that it isn't tasty.  I have found my favorite use of this product is with tacos and burritos.  I add a light amount of the Taco Bell Jalapeno Sauce to my soft and hard shell tacos, and then add generous amounts of Taco Bell Fire Sauce (I hoard packets of that stuff and always try to get as much of it as I can whenever I visit the Taco Bell drive-thru).  The Jalapeno sauce gives the tacos a bit of a sour cream flavor, while also added just a slight bit of Jalapeno kick.  I have tried this sauce with several other things from sandwiches to salads, and even a spicy chicken wrap.  While I didn't mind the sauce with the wrap, I didn't enjoy it at all with sandwiches and salads.<br /><br />Overall I will likely continue to purchase this product going forward, but I think a single bottle will last quite some time.  It doesn't have a good enough taste to stand on its own, as a dip or as a replacement for other sauces that I enjoy.  I don't find it to be nearly spicy enough, but I also understand that making it much more spicy would likely limit their sales to a more specific consumer market.  It is an above average product that is a solid compliment to some Mexican dishes, but I don't see this becoming a best seller among the Taco Bell brand name.  But I don't think the product is the type that most people will either love or hate.  It falls right in the middle, and I think most people will find it to be moderately satisfactory.  Go ahead and give it a try for yourself.  I suggest picking up a single bottle before buying a lot of 6, as they sell on this site, just to make sure you enjoy it enough to consider stocking up with that quantity.  I hope you enjoy it.  =o)"
3,"Never really intended to use this in a professional setting so the noise issue is not that big of a deal. Just wanted a simple device that could fit in my backpack to interface with my laptop for impromptu interviews and music recordings. For the price paid, it's very cheap and lightweight plastic construction leaves much to be desired. Overall, I can not recommend this product at the current price it's sold at. 15 to 20 dollars, then sure. Still, it's an OK product."
3,"I love pita chips, and I love Stacy's. Unfortunately, they're way too expensive at my local supermarket for me to get whenever I want, so when I saw the great price on Amazon, I knew I had to buy it!<br /><br />Shipment was super quick--I ordered Sunday, and when I got back from work on Tuesday, they were already waiting for me on my doorstep.<br /><br />But the problem is I ordered pita chips, NOT bagel chips. The bagel chips are pretty delicious too, and I'm actually pretty happy with them, but I don't understand why they mixed up the order. Even the packaging slip on the box clearly says ""Pita chips"" and not bagel chips!"
3,"These coffee pods ae from Fair Trade farms that are committed to sustainability.  The box is attractive and each of the pods is sealed in its own little packet.  I used them in a Senseo pod coffee maker as well as in the generic Mr. Coffee.  The coffee brewed up nicely and was a pretty dark color.  Unfortunately, the coffee itself was insipid.  It had weak flavor for a medium roast despite the deceptive darkness.  It was not the worst coffe I've ever had kbut not the best.  In fact it was not memorable at all, on a par with the complimentary packets you get in hotel rooms.  There is alot to like about this company but this brew left me cold."
3,"My first impression: pears mixed with green beans????? Strange.  My second impression: convenient packaging? It was not more convenient than a jar in my opinion.<br />I tasted this first and was surprised that I did not gag--I can't stand most baby foods.  It really wasn't a terrible combination and the pear taste was a little stronger than the bean without being overwhelming.  As far as taste, the most important factor (the baby), reallyenjoyed the food.<br />I don't believe that having ""organic"" plastered all over the product should make the consumer feel safe.  The design of the product didn't bowl me over either and packaging in not biodegradeable.  I don't find this package any more convenient than traditional jars--and jars can be recycled.  In fact, once a baby is eating more (finishes a jar), the jar is more convenient since the baby can be fed directly from the jar.  IF hot water is available, a jar can be placed in it as easily as the pouch in order to warm the food."
3,"While I enjoyed eating these chips, I doubt I would order them again.  The positives are that they are not too salty and they have a good, multigrain taste.  (I suppose this latter quality might be a minus for some who don't like the taste of whole grains.)  The negatives are that a fairly small serving size (one ounce) has 7 grams of fat because these chips are fried, not baked.  So while these are made using whole grains that aren't genetically modified, I'd hesitate to call them a healthful snack because of the high fat content."
3,"The tea was alright. I'm afraid it may have been sitting a while, but it was still drinkable. This product may have benefited from an airtight container while it was sitting in a warehouse waiting to be purchased."
3,"Most bagged chai blends aren't very good at all.  There, I said it.  There are a few that have authentic taste but are just too weak overall, and unfortunately, Stash Double Spiced Chai falls into that category despite hitting all the right notes with the spices.<br /><br />Upon opening a bag for the first time, I was concerned that this would be overloaded with too much cinnamon, but from the green stains on the bag it was apparent that they stuck a load of cardamom in there as well, which is a good thing.  With milk and sugar, though, the black tea just did not have the strength needed to counter-balance the spice medley.  Things improved when I added a second bag to the cup, but overall it was just too bitter and again, the BODY that you expect the black tea to provide just wasn't there.  With a different or stronger tea base Stash could have a real winner here, because they certainly have the spice blend right on."
3,"If you want the nutrition info on these bars, go to [...].  All the info you need is there.  The crunch bars are 190-200 calories each.  I think I'm going to try a couple of different ones.  I'm always looking for stuff that is not artificially sweetened and that has ""good stuff""."
3,"didn't get ,quite the taste i wanted,brought thru amazon. but overall will still keep using this product,until it runs out."
3,"My main problem with this line of products is how thick both shampoos and conditioners are, to the extent that it's hard to squeeze them out of the bottle. As for other qualities, it's just ok for my hair. This conditioner just doesn't detangle my hair, which is supposed to be one of the primary purposes of a conditioner."
3,"MIO Liquid is a cool idea: Easily flavor any quantity of water, even on the go, exactly to your liking.<br /><br />But it falls short in several areas.<br /><br />*The taste isn't great, especially if you don't measure.  The opening on the bottle only squirts; it's not possible to count out drops.  This means that you may have a difficult time getting your drink just right if you use it on the go, which seems to be its biggest selling point.  The first time I made a glass of MIO, I put in too little at first, and the weak taste was off putting.  Then I added more, but that was apparently too much.  It tasted very artificial and chemically.  The next time I made it, I measured exactly half a teaspoon (2.5 ml, which is slightly more than the recommended 2ml) in 8 ounces of water, and I was surprised to find that I liked the taste a lot better.  It was good enough to finish my glass, but the chemical aftertaste is still there.  This isn't something I'd want on a regular basis.<br /><br />*Measuring it is dicey.  You have to squeeze kind of hard to get the liquid to squirt, so once it does, it's under pressure.  It splashed out of the spoon and all over the counter and floor (missing me, fortunately; I bet this stuff stains BIG TIME).<br /><br />*Used in the quantity MIO suggests, you can flavor 24 8-ounce cups of water.  Most people would usually be flavoring 16- or 20-ounce bottles, though, so you might only be able to flavor about 10 or so bottles.  There are much cheaper ways to have ""flavored water.""<br /><br />Overall, MIO isn't the worst product around, but I wouldn't buy it again."
3,"The veggie involved here is dried cauliflower replacing some of the wheat starch in the noodles.  It smells like cauliflower when boiling.  It has a very mild cauliflower taste.<br /><br />In exchange for a slightly unusual taste, the ""veggie"" version of Kraft gives you:<br />Vitamin C 15% daily value (vs. 1% in the regular version)<br />Dietary Fiber 3 grams (vs. 1.5 in the regular stuff)<br /><br />Those were the only notable differences.  An extra 1.5 grams of fiber doesn't seem like a lot, but that's 12% DV instead of 6%.  For other nutrients, such differences matter a lot less.  The veggie version has 1 gram less fat, but that's only 11 calories worth of fat shaved from a food which is already fairly low in fat, and the total calories end up being the same anyway.  There are some 1% differences in some other vitamins, which doesn't matter.<br /><br />Getting back to the taste...<br />Even though there is only a small cauliflower influence on the taste, I found that it somehow did detract from enjoyment.  Blue-box Mac&Cheese has a very mild cheese flavor, which works OK when the noodles are normal.  But the very slight added cauliflower taste kind of masks the cheese.<br /><br />If you have kids demanding it 3 times per week, a little extra fiber and vitamin C might be a good idea.  But if this is your guilty pleasure food or just a backup plan for rare occasions, I would stick with the normal stuff.<br /><br />If you want to experiment with healthier noodles, there are several brands of dry pasta with omega 3 fats and added fiber.  They do tend to have a wheaty flavor, but on the other hand they don't have that weird cauliflower taste."
3,The packaging is rather painful to open.  They should design these with parents of new babies in mind.  Most food products with peel tops have one corner which is indicated as the side to open and the hard plastic has a crack allowing for the user to easily bend and peel the top.  No such luck with these tubs of baby food from Gerber.  It's not clear which side should be opened by the packaging and whichever one you choose will be equally stubborn before you can finally peel the top and feed your hungry baby.
3,"...however, for the price and additional shipping cost (if not receiving that free), I would not say this is a such a good value. Not sure what makes the tuna more pricey than something like the freeze-dried salmon. If these were the only treats available to the cats, they likely would not last even one week in this small amount. In the future, I'd be more apt to open up a 69-cent can of tuna, which they are just as fine with."
3,"My husband and I are big coffee drinkers, at least between the two of us we have 80 years' experience.  We drink many different brands and typically prefer flavored coffees.  I tried Luzianne based upon my experience with this brand for other food products, the other reviews, and because Amazon ran it at a pretty good price, $5.28 per pound, including the super saver shipping.  The first thing after brewing the coffee this morning, I asked my husband what he thought of it.  His response:  ""It's coffee, nothing special.""  I'd have to second that assessment.  This is a medium, leaning to light, brew and will start your morning off if you need coffee.  However, we are used to more full-bodied medium blends that satisfy more."
3,"The coffee is just ok. I've purchased a total of 15 lb's, very consistent product that's a plus of course. The bean aroma doesn't take you anywhere nor does the brewed flavor. I'm not a proponent of the Starbucks experience but who hasn't had cup? So sadly, overall, Starbucks makes a more interesting cup and flavorful brew."
3,"Ok so its chocolate that alone gets it two stars that being said this wasn't that great. I have tried many of the Newman line products and usually its pretty good/great. I still have more than half of it in my freezer that would not have happened if it wasnt so bland, with a strong after taste. Hershey dark chocolate has it beat by a mile. I will probably not be buying this one pity too I like what the company is trying to do but the taste eeehhh."
3,"If you have been to France and had their Wild Strawberry jam and know how amazing it is-this product might disappoint. It is still a decent product, but I have found better in Dean and DeLuca (granted that jam was $17). For the price of this product, I probably wouldn't purchase it again, maybe if the price was lowered."
3,"I tested this water against my regular tap water and Whole Foods spring water - it does have a smooth and almost silky quality and a pleasant taste. We blind tested all three and could reliably identify each of them (just checking it wasn't my imagination!). I only received one sample bottle so I can't comment on its claim to 'hydrate better' or any of the supposed health effects, though some other reviewers have noted long-term benefits.<br /><br />I like the oversized bottle - if you're trying to drink more water each day, it's ideal for taking to work to measure how much you're actually drinking. It's a good product though the biggest downside is the cost compared with other bottled waters or home-installed filtration systems."
3,"This stuff is tasty, but not filling.  A good substitute for PopTarts I suppose."
3,"I have enjoyed this product as an altenative to Crystal Lite. However, when I looked at the ""serving size,"" I realized I was paying WAY more than I even thought. I probably use three times what they consider a serving, which makes for an expensive drink, considering one little container is about $3-4. In other words, the serving size is deceptive so don't use that to determine price per glass made."
3,"A natural gum with real peppermint flavoring, not that fake stuff in commercial gums."
3,"This is so disappointing!  As someone who must restrict my carbohydrate intake (for my glycemic index), this Dreamfield's pasta is a fabulous find and I love the product performance; the price here wasn't bad, either.  HOWEVER, I ended up with an infestation of flour beetles (teeny tiny dark things, that don't really destroy anything as they eat grain products but DO cause an awfully annoying infestation) and the ONLY product in my huge pantry--we went through a couple hundred nonplastic or nonmetal-wrapped items items--where I found these bugs in UNopened packages was the Dreamfields pasta, and they were in all 8 remaining boxes of angel hair and in 6 of 8 remaining boxes of penne.  No bugs were apparent when the shipment arrived a couple or so months back.  When I found them inside the Dreamfields, the bugs were crawling over other items, speckled on the pantry ceiling, and had gotten inside a few other opened packages (especially a box of Milk Bone), but only this pasta had them inside unopened boxes (which were still semi-wrapped in plastic), as I said.  Thus I must conclude that this batch was the original source.  The boxes immediately went in the trash, would be unfair to try to return them, but since I'd only used 2 boxes when this was discovered, it was a big waste of money!  It took 4 hours and two of us to go through everything in the pantry, I promise I would never accuse any product specifically unless I had a pretty good idea of what happened.<br />Any way, love the product, it does not ever seem to spike my blood sugar, but I guess I won't be buying it in bulk again, even though it seems so convenient, because in the end it was horribly inconvenient and an expensive loss."
3,"My dog loves these rings, he'll work and work to chew them off until their gone usually with in ten minutes."
3,"I was excited to try this stuff, but to be honest, it has more of a creamy flavor/texture to it than a ""spicy ranchero"" sauce I was expecting.  Sour cream - that's it - it has that texture/flavor of sour cream.  I'm not a huge sour cream guy, but that's what it reminded me of.  It did not make my tacos taste like Taco Bells'.  Did I use the apostrophe correctly there?  Anyhow I love spicy food, and this barely made a blip.  It was almost distracting to use on my tacos.  I mean, the taco meat I make already has good spices in it, so covering it with this stuff kind of kills it.  Just know that this stuff is more ""creamy"" than ""spicy"".  Maybe it would be better on plain grilled beef?  I wasn't blown away by it, but I didn't hate it either."
3,Miss Vickies are better but unfortunately less widely available.  I'm not sure tough is the right word but there is a noticeable difference between the two brands and Miss Vickie's are better IMHO.
3,"I think this product might work well in some situations.  For me, my dog was very small when I got it, and right after receiving it, he needed to be trained without treats.  Then, when he was 9 months old, about 4 months after receiving the product, I decided to try it again, as he was at that age where he knows he should come when called, but is a bit defiant about it.  By then, the stuff in the bottle had gotten a bit thick, and the roller didn't work too well.  I used it a little anyway, just forcing the ball to roll with my finger, but I then left it in my coat pocket, and when I wasn't paying attention, Archie bit into the pocket and crushed the bottle and it oozed out inside my pocket - arghh!  Not the product's fault, obviously.  It could definitely work, but I think I will just stick with the old standard kibbles in a plastic bag for now anyway."
3,From reading the reviews I was expecting a better product than this. To me it is just average and I won't be ordering again........<br /><br />PHRED05
3,"I agree with the previous poster that the box is very misleading. It's a huge box, but the end result is that the box is only 1/3 full. I also agreed that it ended up being too salty for me. I had to add a little bit extra water to lighten it up."
3,"The product is very tasty and convenient when I tried one.  It arrived promptly.  The problem is that what I received (and even got a replacement order hoping to fix the problem) had a ""best by"" date of only about 2 1/2 more months.  If you buy this at the grocery (yes it costs more there) typically you have a ""best by"" date of 12-18 months.  If you are going to use the product promptly, then the short shelf life date is no problem.  But if you are buying it for emergency purposes (meaning you plan on storing it for awhile), it is not appropriate.  I really like shopping at Amazon, but for the ""suggestion box"" if a product has a fairly short remaining shelf life, that should be part of the product description."
3,"I am a tea fanatic, 4-6 cups a days of all sorts of loose leafed teas from local tea shops around town, and grabbed these at a local grocery store last week to try out.  I am also a fan of honey, all sorts, although I prefer local/organic raw honeys over the mass-produced cheap kind.  I will be travelling for Christmas this year and portable honey sounded great!  First impression was that a box of only 20 was a tad expensive - you can buy a bottle of very quality honey for the same price, but the bottle would last you much much longer.  However, I still bought it and tried it out, and here are my impressions:<br /><br />CONS:<br />-  Some of the drops had oozed/leaked and the inside of the box was a tad sticky.  Also, some of the drops were sticky.  Not impressed with the packaging job.<br />-  When popping open 1 serving of the honey, it wasn't solid like a hard candy would be, it was a tad gooey, and I had to dig it out with a spoon to get it into the hot water because it was stuck to its container.  It didn't just pop right out.  It says on the box that you can hold this honey in your hand... no you can't and I wouldn't recommend it!  haha<br />-  As previously mentioned, a tad pricey for only 20 servings<br /><br />PROS:<br />- Perfect portion size for 1 cup of tea if you like your tea just mildly sweetened.  You will need 2+ drops if you like it very sweet<br />- Flavor is very good and you can taste the lemon.  It seems like a good quality honey was used.<br />- Great for travelling IF you put the drops into a Ziploc bag or other leakproof container, as some of them were sticky, so something must have leaked somewhere in the box.  It's a ""peel off the foil and pop out"" sort of container for each drop, so if you throw these loose into your purse and something pierces the thin foil, you're in trouble!<br />-  Directions for use were spot-on.  It says to drop the honey in hot water and stir for 30-60 seconds.  I was stirring for almost 60 seconds!  It's such a solid piece that it takes some working to get it all to dissolve, and of course the hotter the water, the better.<br /><br />This was an impulse buy and I will probably only save the use of this honey for when I am travelling since it was so expensive per serving. The honey tasted very good and seemed of good quality but the packaging had some issues.  I haven't tried them as throat drops, but it sounds like a great idea!  I will probably stick to my raw honey in the jar or bottle for everyday use though... these are just a novelty for now!"
3,"The first thing that hit me is that these appear to be a low-acid gype of coffee....I didn't get that icky feeling some coffees give you after you drink them.  That is a definite plus.  But the coffee itself isn't that strong either.  I'm not into Kona or really deep flavors, I like just a medium blend.  But this still seemed weak.  It almost came across as coffee-tea than a strong cup of joe.<br /><br />I don't think I'd order this particular blend again."
3,This is the first food item i have ever ordered online so i wasn't expecting much. I'm over seas so i think the taste of the muffins was a little odd at first due to the distance factor. Over all they are still the muffins i love at a resonable price so they are good enough for me.
